Gene,Num_nodes
NR4A2_nuclearreceptor_2,1
ESR1_HUMAN.H11MO.0.A,1
SPDEF_ETS_3,1
MEIS1_MA0498.2,1
CSDA,2
CPEB2,2
ZN274_HUMAN.H11MO.0.A,2
P53_HUMAN.H11MO.0.A,2
CEBPA_HUMAN.H11MO.0.A,2
ZIC1_HUMAN.H11MO.0.B,2
ZNF143_C2H2_1,2
NFIA_HUMAN.H11MO.0.C,2
PABPN1,2
RBPJ_MA1116.1,2
THRA_nuclearreceptor_1,2
ALX1_HUMAN.H11MO.0.B,2
RBM42,2
PBX1_HUMAN.H11MO.0.A,2
MECP2_HUMAN.H11MO.0.C,2
ATF7_MA0834.1,2
ALX3_MA0634.1,2
(PCBP3)_(Mus_musculus)_(RBD_1.00),2
FIGLA_MA0820.1,2
ZBT48_HUMAN.H11MO.0.C,2
CRX_HUMAN.H11MO.0.B,2
INSM1_HUMAN.H11MO.0.C,2
NR4A2_nuclearreceptor_1,2
(SYNCRIP)_(Xenopus_tropicalis)_(RBD_0.97),2
MZF1_MA0056.1,2
PPRC1,2
ZN680_HUMAN.H11MO.0.C,2
LIN54_MA0619.1,2
DAZAP1,2
RXRA_nuclearreceptor_2,2
PTBP1,2
BRUNOL5,2
ACO1,2
HXA10_HUMAN.H11MO.0.C,2
ZN586_HUMAN.H11MO.0.C,2
KLF13_C2H2_1,2
CUX1_CUT_3,2
PRDM1_C2H2_1,2
ANDR_MOUSE.H11MO.0.A,2
BCL6_HUMAN.H11MO.0.A,2
FOXH1_HUMAN.H11MO.0.A,2
REST_HUMAN.H11MO.0.A,2
THRB_nuclearreceptor_2,2
TFAP2A_AP2_6,2
IRF2_MA0051.1,2
SMAD2_MOUSE.H11MO.0.A,2
FEZF1_HUMAN.H11MO.0.C,2
ZBT7A_HUMAN.H11MO.0.A,2
ZNF41_HUMAN.H11MO.0.C,2
SIX1_HUMAN.H11MO.0.A,2
SOX10_HMG_4,2
HNRNPL,2
HXA1_HUMAN.H11MO.0.C,2
PLAG1_MA0163.1,3
HNRNPH2,3
CLOCK_HUMAN.H11MO.0.C,3
TBP_HUMAN.H11MO.0.A,3
ATF4_HUMAN.H11MO.0.A,3
(RBM38)_(Mus_musculus)_(RBD_0.99),3
ZNF85_HUMAN.H11MO.0.C,3
RBM28,3
MZF1_HUMAN.H11MO.0.B,3
PABPC5,3
ZN418_HUMAN.H11MO.0.C,3
GFI1B_HUMAN.H11MO.0.A,3
RBMY1A1,3
PEBB_HUMAN.H11MO.0.C,3
SOX5_HUMAN.H11MO.0.C,3
ZN449_HUMAN.H11MO.0.C,3
LEF1_HMG_1,3
(EIF2S1)_(Drosophila_melanogaster)_(RBD_0.89),3
ZN431_MOUSE.H11MO.0.C,3
BCL6B_C2H2_1,3
NFAT5_MA0606.1,3
ZSCAN4_C2H2_1,3
Lhx3_MA0135.1,3
hnRNPK,3
HXB7_HUMAN.H11MO.0.C,3
EVI1_HUMAN.H11MO.0.B,3
ZNF8_HUMAN.H11MO.0.C,3
(HNRNPR)_(Gallus_gallus)_(RBD_0.97),3
ATF3_MOUSE.H11MO.0.A,3
SCRT1_C2H2_1,3
ARNTL_bHLH_1,3
AP2A_HUMAN.H11MO.0.A,3
ESRP2,3
ZFX_HUMAN.H11MO.0.A,3
ZN134_HUMAN.H11MO.0.C,3
ZN528_HUMAN.H11MO.0.C,3
NKX2-3_MA0672.1,3
PO2F1_HUMAN.H11MO.0.C,4
ZN136_HUMAN.H11MO.0.C,4
E2F7_E2F_1,4
CNOT4,4
ZN768_HUMAN.H11MO.0.C,4
NR2E1_nuclearreceptor_1,4
FOXO1_forkhead_3,4
ZNF524_C2H2_1,4
SOX9_HMG_3,4
ZN320_HUMAN.H11MO.0.C,4
RBM24,4
STA5A_HUMAN.H11MO.0.A,4
ZFP28_HUMAN.H11MO.0.C,4
PABPC1,4
Six3_MA0631.1,4
ZSC31_HUMAN.H11MO.0.C,4
ERR1_HUMAN.H11MO.0.A,4
NR2E3_HUMAN.H11MO.0.C,4
PIT1_HUMAN.H11MO.0.C,4
TYY1_HUMAN.H11MO.0.A,4
EOMES_MA0800.1,4
ZN257_HUMAN.H11MO.0.C,4
HNF4A_HUMAN.H11MO.0.A,4
KHDRBS1,4
PABPC3,4
SNAI2_C2H2_1,4
GLIS1_C2H2_1,4
ZN436_HUMAN.H11MO.0.C,4
CUX1_CUT_2,5
EHF_HUMAN.H11MO.0.B,5
SRF_HUMAN.H11MO.0.A,5
NFAC1_MOUSE.H11MO.0.A,5
ZIM3_HUMAN.H11MO.0.C,5
ASCL1_HUMAN.H11MO.0.A,5
Atoh1.mouse_bHLH_1,5
SPI1_ETS_1,5
RFX1_HUMAN.H11MO.0.B,5
Zfp652.mouse_C2H2_1,5
NANOG_HUMAN.H11MO.0.A,5
NFIA_NFI_1,5
ZNF784_C2H2_1,5
SNRNP70,5
NFIA_MA0670.1,6
TEAD1_HUMAN.H11MO.0.A,6
COE1_HUMAN.H11MO.0.A,6
SOX10_HUMAN.H11MO.0.B,6
MAFB_HUMAN.H11MO.0.B,6
Ddit3+Cebpa_MA0019.1,6
BATF3_HUMAN.H11MO.0.B,6
CTCFL_HUMAN.H11MO.0.A,6
TIA1,6
SOX10_HMG_2,6
PRDM5_MOUSE.H11MO.0.A,7
NONO,7
MEOX2_homeodomain_3,7
ZN322_HUMAN.H11MO.0.B,7
CPEB4,7
PRD16_MOUSE.H11MO.0.B,7
NR1H3_HUMAN.H11MO.0.B,7
Dux_MA0611.1,8
CPEB1_RRM_1,8
U2AF2,8
POU1F1_POU_1,8
ZNF24_MA1124.1,8
FOXO1_forkhead_2,8
ZN667_HUMAN.H11MO.0.C,8
GATA1+TAL1_MA0140.2,9
OSR2_HUMAN.H11MO.0.C,9
PCBP2,9
MEF2A_HUMAN.H11MO.0.A,10
ZN708_HUMAN.H11MO.0.C,10
hnRNPLL,10
Arid3a_MA0151.1,10
HNRNPC,11
EGR1_HUMAN.H11MO.0.A,11
SMAD3_HUMAN.H11MO.0.B,11
IKZF1_HUMAN.H11MO.0.C,11
ZN250_HUMAN.H11MO.0.C,11
Fusip1,11
COT1_HUMAN.H11MO.0.C,12
FOXB1_forkhead_2,12
ZN140_HUMAN.H11MO.0.C,12
Arid5a_MA0602.1,12
LEF1_HUMAN.H11MO.0.A,12
PABPC4,12
ANDR_HUMAN.H11MO.0.A,12
(SF3B4)_(Danio_rerio)_(RBD_1.00),13
EWSR1-FLI1_MA0149.1,13
BRAC_HUMAN.H11MO.0.A,14
NR2F1_nuclearreceptor_2,14
OZF_HUMAN.H11MO.0.C,15
HNRNPCL1,15
ZN554_HUMAN.H11MO.0.C,15
FUS,15
PAX5_HUMAN.H11MO.0.A,15
RBMS3,16
HAND1_MOUSE.H11MO.0.C,17
RALY,18
Z324A_HUMAN.H11MO.0.C,20
FOXC1_forkhead_1,20
Z354A_HUMAN.H11MO.0.C,22
NR1D1_HUMAN.H11MO.0.B,24
AIRE_HUMAN.H11MO.0.C,29
BC11A_HUMAN.H11MO.0.A,30
NFAC1_HUMAN.H11MO.0.B,30
ELAVL2,35
ZN121_HUMAN.H11MO.0.C,40
ZNF384_MA1125.1,43
ZN563_HUMAN.H11MO.0.C,44
KLF15_HUMAN.H11MO.0.A,70
